Location,Year,1,2,3,4,5,6,7,8,9,10,11,12
SG KELANTAN,2002,10.09290323,9.096785714,8.786774194,8.652666667,8.816774194,9.022666667,8.705483871,9.053548387,9.181333333,9.67483871,9.510333333,9.843548387
SG KELANTAN,2003,9.703225806,9.123571429,8.804516129,9.033,8.791290323,8.766333333,9.151935484,9.186774194,9.129666667,9.94516129,9.457,12.03451613
SG KELANTAN,2004,9.751935484,9.532068966,9.061612903,8.628,8.699677419,8.544666667,8.539032258,8.611290323,9.045,10.11064516,10.10866667,11.34258065
SG KELANTAN,2005,9.187096774,8.530714286,8.750322581,8.556333333,8.691935484,8.534,8.629032258,8.663548387,8.724,9.283870968,10.81866667,12.18967742
SG KELANTAN,2006,10.97193548,10.55964286,9.011290323,8.836666667,9.330322581,9.440666667,8.796774194,8.608387097,9.355666667,9.006774194,9.334666667,10.05645161
SG KELANTAN,2007,10.89935484,8.9925,8.632258065,8.805,8.952580645,9.266333333,8.895806452,8.85516129,9.183666667,9.140645161,10.335,13.22096774
SG KELANTAN,2008,9.582580645,8.811724138,10.20645161,9.424333333,9.569677419,9.426,9.922580645,10.0216129,10.541,10.48483871,10.555,11.57129032
SG KELANTAN,2009,11.33870968,9.335357143,9.719677419,9.649333333,9.581612903,9.278,9.337419355,9.143548387,9.406333333,9.792903226,12.293,11.19645161
SG KELANTAN,2010,9.993870968,9.187857143,8.331290323,8.066666667,8.055483871,8.460333333,8.634193548,8.769354839,8.949,8.572258065,8.544666667,8.955483871
SG KELANTAN,2011,10.69774194,9.285357143,9.13516129,9.135333333,8.640967742,8.923666667,8.548387097,8.37,8.695,9.036774194,10.276,10.54193548
SG KELANTAN,2012,10.79258065,9.157931034,8.968709677,9.186,8.93,8.282666667,8.33,8.32516129,8.460333333,8.481935484,8.54,9.730967742
SG KELANTAN,2013,10.16419355,10.11642857,9.681935484,8.522333333,8.972258065,8.352666667,8.210322581,8.660645161,8.69,8.412903226,9.108333333,11.10935484
SG KELANTAN,2014,9.862258065,8.592142857,8.315806452,8.276333333,8.306774194,8.181333333,7.771935484,8.015806452,8.188666667,8.699354839,8.973,13.00032258
SG KELANTAN,2015,10.90387097,9.6,9.061612903,8.867,9.419677419,9.298333333,8.908064516,9.503225806,9.592,10.24419355,10.576,10.67645161
SG KELANTAN,2016,10.2716129,10.11448276,9.210645161,8.864666667,8.936451613,9.599333333,9.501935484,9.429677419,10.447,10.19806452,10.82533333,11.54774194
